,Id,Status Category,Probability of conversion,Use Case,Created Date
52390,qnjt4zy5,Discarded,0.1,Indefinite,2019-10-06
52391,t645m4vi,Waiting,0.4,Corporate Events,2019-10-06
52392,2eyy5e9t,Waiting,0.4,Corporate Events,2019-10-06
52393,f0x9rnhf,Engaged,0.45,Corporate Events,2019-10-06
52394,acYUhzP8,Discarded,0.1,Sports Events,2019-10-06
52395,m11if6n0,Waiting,0.4,Indefinite,2019-10-06
52396,r2pbl873,Engaged,0.45,Corporate Events,2019-10-06
52397,kpsfgy6t,Waiting,0.4,Indefinite,2019-10-06
52398,jr56dnug,Waiting,0.4,Corporate Events,2019-10-06
52399,gghc3y63,Waiting,0.4,Corporate Events,2019-10-06
52400,tusc96if,Waiting,0.4,Corporate Events,2019-10-06
52401,wja77s45,Waiting,0.4,Corporate Events,2019-10-06
52402,J7LOiwYH,Waiting,0.4,Indefinite,2019-10-06
52403,yj3zelgg,Discarded,0.1,Corporate Events,2019-10-06
52404,j2x997rr,Waiting,0.4,Corporate Events,2019-10-06
52405,4tmjfiu3,Waiting,0.4,Corporate Events,2019-10-06
52406,ho4hd238,Waiting,0.4,Corporate Events,2019-10-06
52407,lypooo7t,Waiting,0.4,Corporate Events,2019-10-06
52408,nognlpt6,Waiting,0.4,Corporate Events,2019-10-06
52409,pfeigm6p,Waiting,0.4,Sports Events,2019-10-06
52410,EBIi4LbN,Qualified,0.5,Indefinite,2019-10-06
52411,dj7gagTU,Discarded,0.1,Indefinite,2019-10-06
52412,trxgtkd7,Discarded,0.1,Corporate Events,2019-10-06
52413,tl0orl1x,Waiting,0.4,Corporate Events,2019-10-06
52414,njedi6h0,Discarded,0.1,Corporate Events,2019-10-06
52415,ga4lfsrv,Waiting,0.4,Indefinite,2019-10-06
52416,ckmd0du7,Waiting,0.4,Corporate Events,2019-10-06
52417,qd29byc8,Waiting,0.4,Indefinite,2019-10-06
52418,vim9xuo5,Discarded,0.1,Corporate Events,2019-10-06
52419,bJspTsM3,Waiting,0.4,Indefinite,2019-10-06
52420,8r78kz4m,Waiting,0.4,Corporate Events,2019-10-06
52421,3eoor2qe,Engaged,0.45,Corporate Events,2019-10-06
52422,elhsyyys,Waiting,0.4,Indefinite,2019-10-06
52423,4A4fzqH1,Waiting,0.4,Sports Events,2019-10-06
52424,dn8eeeft,Waiting,0.4,Educational Seminars,2019-10-06
52425,d8xftdyw,Waiting,0.4,Indefinite,2019-10-06
52426,djvoprjx,Waiting,0.4,Corporate Events,2019-10-06
52427,9ihfxpe9,Waiting,0.4,Corporate Events,2019-10-06
52428,3oll1dc3,Waiting,0.4,Corporate Events,2019-10-06
52429,03nbcj6s,Discarded,0.1,Corporate Events,2019-10-06
52430,lqefc41k,Waiting,0.4,Indefinite,2019-10-06
52431,vlxe6n39,Waiting,0.4,Indefinite,2019-10-06
52432,a9cy1x3g,Discarded,0.1,Corporate Events,2019-10-06
52433,2veeha4e,Discarded,0.1,Indefinite,2019-10-06
52434,Gery0jgx,Qualified,0.5,Corporate Events,2019-10-06
52435,5zjid641,Discarded,0.1,Corporate Events,2019-10-06
52436,ma2e8vH1,Discarded,0.1,Sports Events,2019-10-06
52437,r5ySpicF,Qualified,0.5,Sports Events,2019-10-06
52438,wn3iqzhz,Waiting,0.4,Indefinite,2019-10-06
52439,z2ss5yb9,Discarded,0.1,Corporate Events,2019-10-06
52440,i6s7tew8,Waiting,0.4,Corporate Events,2019-10-06
52441,0uxr8c32,Waiting,0.4,Corporate Events,2019-10-06
52442,LARMA3Zi,Qualified,0.5,Corporate Events,2019-10-06
52443,d522l6fj,Waiting,0.4,Corporate Events,2019-10-06
52444,ojfg66f4,Waiting,0.4,Sports Events,2019-10-06
52445,qs1imf35,Waiting,0.4,Indefinite,2019-10-06
52446,qdmmmieb,Discarded,0.1,Corporate Events,2019-10-06
52447,kbk7iViV,Process,0.3,Sports Events,2019-10-06
52448,ca0mucmh,Waiting,0.4,Corporate Events,2019-10-06
52449,3km8k4n8,Waiting,0.4,Corporate Events,2019-10-06
52450,j5k7152j,Waiting,0.4,Indefinite,2019-10-06
52451,zcxtuv9i,Waiting,0.4,Corporate Events,2019-10-06
52452,3dzxjfvs,Waiting,0.4,Indefinite,2019-10-06
52453,vbv4yome,Discarded,0.1,Corporate Events,2019-10-06
52454,m1cheqb0,Waiting,0.4,Corporate Events,2019-10-06
52455,n9brdj6f,Waiting,0.4,Indefinite,2019-10-06
52456,ejollidb,Waiting,0.4,Corporate Events,2019-10-06
52457,dhng4mdg,Waiting,0.4,Indefinite,2019-10-06
52458,294gr5ao,Engaged,0.45,Corporate Events,2019-10-06
52459,jvwvxq6d,Discarded,0.1,Corporate Events,2019-10-06
52460,45j6t4qr,Discarded,0.1,Corporate Events,2019-10-06
52461,qbkmg5cp,Waiting,0.4,Indefinite,2019-10-06
52462,g4fr69ev,Waiting,0.4,Educational Seminars,2019-10-06
52463,fum33mq5,Waiting,0.4,Corporate Events,2019-11-06
52464,fvcxta1g,Waiting,0.4,Educational Seminars,2019-11-06
52465,98d1qsfs,Waiting,0.4,Corporate Events,2019-11-06
52466,fdug3njo,Waiting,0.4,Corporate Events,2019-11-06
52467,po6zg8j0,Waiting,0.4,Corporate Events,2019-11-06
52468,tset5ueo,Waiting,0.4,Corporate Events,2019-11-06
52469,6DBdsX8i,Qualified,0.5,Sports Events,2019-11-06
52470,98d8h694,Waiting,0.4,Indefinite,2019-11-06
52471,iyssioi9,Discarded,0.1,Corporate Events,2019-11-06
52472,851wvva5,Waiting,0.4,Corporate Events,2019-11-06
52473,grlqpz7w,Discarded,0.1,Corporate Events,2019-11-06
52474,rcq9vp73,Discarded,0.1,Indefinite,2019-11-06
52475,kgs2r4n5,Waiting,0.4,Indefinite,2019-11-06
52476,xtmr0nrc,Waiting,0.4,Corporate Events,2019-11-06
52477,94azlzJc,Process,0.3,Wedding Planning,2019-11-06
52478,7iuvbuxm,Waiting,0.4,Sports Events,2019-11-06
52479,8ex8cs8v,Engaged,0.45,Corporate Events,2019-11-06
52480,wr6jtsje,Discarded,0.1,Corporate Events,2019-11-06
52481,a2041ybl,Waiting,0.4,Corporate Events,2019-11-06
52482,dulTBxA8,Discarded,0.1,Sports Events,2019-11-06
52483,u0265x65,Discarded,0.1,Corporate Events,2019-11-06
52484,qcir73gr,Waiting,0.4,Corporate Events,2019-11-06
52485,tiw4uga4,Discarded,0.1,Corporate Events,2019-11-06
52486,sjhfwmhn,Waiting,0.4,Corporate Events,2019-11-06
52487,0rk259wm,Discarded,0.1,Corporate Events,2019-11-06
52488,3kob7lzi,Waiting,0.4,Corporate Events,2019-11-06
52489,p390ptcl,Waiting,0.4,Corporate Events,2019-11-06
52490,dca6qz4q,Waiting,0.4,Indefinite,2019-11-06
52491,kbzel3fn,Waiting,0.4,Corporate Events,2019-11-06
52492,71afMvOE,Waiting,0.4,Indefinite,2019-11-06
52493,c08hfh4i,Discarded,0.1,Corporate Events,2019-11-06
52494,qrotmqq8,Waiting,0.4,Indefinite,2019-11-06
52495,B49K3yo1,Waiting,0.4,Sports Events,2019-11-06
52496,BcSdMh4x,Engaged,0.45,Sports Events,2019-11-06
52497,cl3lmqe2,Waiting,0.4,Indefinite,2019-11-06
52498,rYMqo3KV,Qualified,0.5,Corporate Events,2019-11-06
52499,fqzfv36k,Engaged,0.45,Corporate Events,2019-11-06
52500,6xm5x83b,Discarded,0.1,Corporate Events,2019-11-06
52501,y4mhxxpx,Discarded,0.1,Corporate Events,2019-11-06
52502,cv68abac,Discarded,0.1,Educational Seminars,2019-11-06
52503,zpieia4g,Waiting,0.4,Corporate Events,2019-11-06
52504,zjzcEWOv,Process,0.3,Wedding Planning,2019-11-06
52505,hx71xrka,Waiting,0.4,Corporate Events,2019-11-06
52506,fb6q66na,Waiting,0.4,Educational Seminars,2019-11-06
52507,g9c9hl5o,Discarded,0.1,Indefinite,2019-11-06
52508,LTXfgg40,Engaged,0.45,Sports Events,2019-11-06
52509,xvol4s5g,Waiting,0.4,Corporate Events,2019-11-06
52510,1FGuN6UE,Qualified,0.5,Corporate Events,2019-11-06
52511,9elrxj3c,Qualified,0.5,Concerts and festivals,2019-11-06
52512,aymuisgz,Waiting,0.4,Corporate Events,2019-11-06
52513,pwpjyk07,Waiting,0.4,Corporate Events,2019-11-06
52514,2cjljkdq,Discarded,0.1,Corporate Events,2019-11-06
52515,7d9rpnkw,Waiting,0.4,Indefinite,2019-11-06
52516,d929y6q4,Engaged,0.45,Corporate Events,2019-11-06
52517,lLwDmQdG,Discarded,0.1,Sports Events,2019-11-06
52518,rg0b6zfl,Waiting,0.4,Corporate Events,2019-11-06
52519,P0311d6V,Waiting,0.4,Indefinite,2019-11-06
52520,ctoi4ehn,Engaged,0.45,Corporate Events,2019-11-06
52521,WbYdo7kR,Qualified,0.5,Corporate Events,2019-11-06
52522,ql11ho84,Waiting,0.4,Corporate Events,2019-11-06
52523,sxob67zx,Waiting,0.4,Corporate Events,2019-11-06
52524,goezv9qg,Waiting,0.4,Corporate Events,2019-11-06
52525,ird1jrvi,Waiting,0.4,Indefinite,2019-11-06
52526,vksb1ua5,Discarded,0.1,Indefinite,2019-11-06
52527,7grjvgn8,Waiting,0.4,Corporate Events,2019-11-06
52528,y1u2U2Fk,Discarded,0.1,Sports Events,2019-11-06
52529,GkHOKriY,Waiting,0.4,Indefinite,2019-11-06
52530,dlzilgu2,Engaged,0.45,Corporate Events,2019-11-06
52531,ZObN5SZN,Qualified,0.5,Educational Seminars,2019-11-06
52532,91xo6bxp,Waiting,0.4,Educational Seminars,2019-11-06
52533,m4cvrql6,Waiting,0.4,Corporate Events,2019-11-06
52534,gpoanax1,Waiting,0.4,Corporate Events,2019-11-06
52535,coj24r6w,Engaged,0.45,Corporate Events,2019-11-06
52536,a0e2ogfw,Waiting,0.4,Sports Events,2019-11-06
52537,mtemi68y,Waiting,0.4,Educational Seminars,2019-11-06
52538,a4qqaxdu,Waiting,0.4,Indefinite,2019-11-06
52539,b0w91jzq,Discarded,0.1,Corporate Events,2019-11-06
52540,jqcuz47r,Waiting,0.4,Indefinite,2019-11-06
52541,dl61u9pi,Waiting,0.4,Corporate Events,2019-11-06
52542,P1yO3RWC,Qualified,0.5,Corporate Events,2019-11-06
52543,tc8hwjrk,Waiting,0.4,Corporate Events,2019-11-06
52544,41b3fle5,Discarded,0.1,Corporate Events,2019-11-06
52545,8mxxoymi,Discarded,0.1,Corporate Events,2019-11-06
52546,I6FLECyn,Discarded,0.1,Indefinite,2019-11-06
52547,sRmiM2Cc,Qualified,0.5,Sports Events,2019-11-06
52548,NtePUtKZ,Waiting,0.4,Indefinite,2019-11-06
52549,phpp83j0,Engaged,0.45,Corporate Events,2019-11-06
52550,i4ytg5jg,Discarded,0.1,Corporate Events,2019-11-06
52551,BnW5PxiT,Discarded,0.1,Indefinite,2019-11-06
52552,stds1k5v,Waiting,0.4,Corporate Events,2019-11-06
52553,akd69xv0,Waiting,0.4,Indefinite,2019-11-06
52554,ain20sia,Waiting,0.4,Corporate Events,2019-11-06
52555,pexvcoy3,Waiting,0.4,Corporate Events,2019-11-06
52556,tnfojwgp,Discarded,0.1,Indefinite,2019-11-06
52557,8xwbyuac,Waiting,0.4,Corporate Events,2019-11-06
52558,syo65g8p,Engaged,0.45,Corporate Events,2019-11-06
52559,hitbnfnf,Waiting,0.4,Corporate Events,2019-11-06
52560,76n6bmy8,Discarded,0.1,Corporate Events,2019-11-06
52561,vq721eg5,Waiting,0.4,Corporate Events,2019-11-06
52562,0olnth1s,Waiting,0.4,Indefinite,2019-11-06
52563,vfZALWn2,Waiting,0.4,Sports Events,2019-11-06
52564,p5p100ap,Discarded,0.1,Corporate Events,2019-11-06
52565,V650MHy5,Process,0.3,Sports Events,2019-11-06
52566,78lgkk92,Waiting,0.4,Corporate Events,2019-11-06
52567,ixi8yczl,Waiting,0.4,Corporate Events,2019-11-06
52568,hhbee1ex,Discarded,0.1,Corporate Events,2019-11-06
52569,xo10lW0k,Discarded,0.1,Indefinite,2019-11-06
52570,Eb9tOf0Q,Qualified,0.5,Wedding Planning,2019-11-06
52571,lbFfb26a,Discarded,0.1,Sports Events,2019-11-06
52572,6rorwhs9,Discarded,0.1,Indefinite,2019-11-06
52573,jv287fz2,Discarded,0.1,Corporate Events,2019-11-06
52574,vYDpfJL5,Waiting,0.4,Indefinite,2019-11-06
52575,ymoy1gf5,Waiting,0.4,Indefinite,2019-11-06
52576,cF4eRGDl,Waiting,0.4,Indefinite,2019-11-06
52577,DsvT6OYD,Qualified,0.5,Corporate Events,2019-11-06
52578,17yszfev,Waiting,0.4,Corporate Events,2019-11-06
52579,X1qb6Nwq,Qualified,0.5,Sports Events,2019-11-06
52580,raazc3tp,Waiting,0.4,Corporate Events,2019-11-06
52581,3LgdxdZq,Discarded,0.1,Sports Events,2019-11-06
52582,v02812e5,Engaged,0.45,Corporate Events,2019-11-06
52583,6pxe0b7y,Discarded,0.1,Corporate Events,2019-11-06
52584,imtvoo7z,Waiting,0.4,Corporate Events,2019-11-06
52585,dnf0vhl6,Waiting,0.4,Indefinite,2019-11-06
52586,UnDVuTDn,Waiting,0.4,Indefinite,2019-11-06
52587,h06n66ak,Discarded,0.1,Corporate Events,2019-11-06
52588,nun5njk0,Discarded,0.1,Indefinite,2019-11-06
52589,0Pc8gXy4,Waiting,0.4,Sports Events,2019-11-06
52590,sBvCVjBj,Waiting,0.4,Sports Events,2019-11-06
52591,h3t4utq7,Waiting,0.4,Educational Seminars,2019-11-06
52592,9ktjr9v6,Engaged,0.45,Indefinite,2019-11-06
52593,yxene9sl,Waiting,0.4,Educational Seminars,2019-11-06
52594,iso8zkmv,Waiting,0.4,Corporate Events,2019-11-06
52595,S0qxzL7R,Waiting,0.4,Indefinite,2019-11-06
52596,rb8L2b9S,Waiting,0.4,Indefinite,2019-11-06
52597,X6Czjlz6,Discarded,0.1,Indefinite,2019-11-06
52598,g8k1vtbd,Waiting,0.4,Indefinite,2019-11-06
52599,26iQA1rv,Qualified,0.5,Corporate Events,2019-11-06
52600,PpH0IHRL,Discarded,0.1,Indefinite,2019-11-06
52601,lsd21oy8,Discarded,0.1,Corporate Events,2019-12-06
52602,6bylka98,Discarded,0.1,Indefinite,2019-12-06
52603,jhw1z6ol,Waiting,0.4,Indefinite,2019-12-06
52604,y5coej1c,Waiting,0.4,Indefinite,2019-12-06
52605,lgy1X5cE,Waiting,0.4,Sports Events,2019-12-06
52606,x90wkrri,Waiting,0.4,Corporate Events,2019-12-06
52607,3yivfz6h,Waiting,0.4,Corporate Events,2019-12-06
52608,ehhtvlq0,Waiting,0.4,Corporate Events,2019-12-06
52609,gPCYJCmd,Waiting,0.4,Indefinite,2019-12-06
52610,lTEG3S9m,Process,0.3,Sports Events,2019-12-06
52611,03bougr5,Waiting,0.4,Corporate Events,2019-12-06
52612,1vwxl0wn,Discarded,0.1,Corporate Events,2019-12-06
52613,0rcq5d8c,Discarded,0.1,Corporate Events,2019-12-06
52614,3BrAD9mm,Qualified,0.5,Corporate Events,2019-12-06
52615,3o4u6mob,Waiting,0.4,Educational Seminars,2019-12-06
52616,8670Cfgm,Waiting,0.4,Indefinite,2019-12-06
52617,lzawiy6s,Discarded,0.1,Corporate Events,2019-12-06
52618,bfr6geuc,Discarded,0.1,Corporate Events,2019-12-06
52619,tobsurzi,Waiting,0.4,Corporate Events,2019-12-06
52620,iyttkbr7,Waiting,0.4,Corporate Events,2019-12-06
52621,eu1garzr,Waiting,0.4,Indefinite,2019-12-06
52622,6ichu72j,Waiting,0.4,Corporate Events,2019-12-06
52623,5X0VLl5P,Process,0.3,Educational Seminars,2019-12-06
52624,qpnfjnmn,Waiting,0.4,Educational Seminars,2019-12-06
52625,k6n9drjr,Waiting,0.4,Corporate Events,2019-12-06
52626,oFkkcQyA,Discarded,0.1,Indefinite,2019-12-06
52627,5fxgweh3,Discarded,0.1,Corporate Events,2019-12-06
52628,0rtbpcxn,Waiting,0.4,Indefinite,2019-12-06
52629,6t7kgyve,Waiting,0.4,Corporate Events,2019-12-06
52630,0gegelct,Waiting,0.4,Corporate Events,2019-12-06
52631,lyclo4WD,Qualified,0.5,Educational Seminars,2019-12-06
52632,pEb32we9,Discarded,0.1,Sports Events,2019-12-06
52633,cbz546yo,Waiting,0.4,Corporate Events,2019-12-06
52634,rfnptjcy,Waiting,0.4,Indefinite,2019-12-06
52635,8tygcomp,Discarded,0.1,Corporate Events,2019-12-06
52636,0t05ervy,Discarded,0.1,Indefinite,2019-12-06
52637,7e9ermku,Discarded,0.1,Corporate Events,2019-12-06
52638,1q8fi4kg,Discarded,0.1,Corporate Events,2019-12-06
52639,vddtobm9,Waiting,0.4,Indefinite,2019-12-06
52640,z8xpbkoq,Waiting,0.4,Corporate Events,2019-12-06
52641,88yBPbl7,Discarded,0.1,Sports Events,2019-12-06
52642,YamhdFo4,Process,0.3,Sports Events,2019-12-06
52643,axMQqkAl,Engaged,0.45,Sports Events,2019-12-06
52644,zn8xetw7,Discarded,0.1,Indefinite,2019-12-06
52645,PuSzdst9,Waiting,0.4,Sports Events,2019-12-06
52646,m1zxwcbh,Discarded,0.1,Corporate Events,2019-12-06
52647,2fqdkeam,Discarded,0.1,Corporate Events,2019-12-06
52648,g9v7z2ii,Discarded,0.1,Corporate Events,2019-12-06
52649,etw2isnw,Waiting,0.4,Corporate Events,2019-12-06
52650,h7ja2dxh,Waiting,0.4,Corporate Events,2019-12-06
52651,0a0s2nha,Waiting,0.4,Corporate Events,2019-12-06
52652,fqqnbhqg,Waiting,0.4,Corporate Events,2019-12-06
52653,x8pisi3a,Discarded,0.1,Corporate Events,2019-12-06
52654,0qgv8dt8,Discarded,0.1,Corporate Events,2019-12-06
52655,ebzf4d14,Waiting,0.4,Corporate Events,2019-12-06
52656,zcJTeDv4,Discarded,0.1,Sports Events,2019-12-06
52657,jpvs6vws,Waiting,0.4,Indefinite,2019-12-06
52658,1KPGSL1O,Qualified,0.5,Educational Seminars,2019-12-06
52659,5outzgl7,Waiting,0.4,Corporate Events,2019-12-06
52660,xv8p52hi,Waiting,0.4,Corporate Events,2019-12-06
52661,3a7zjg1v,Discarded,0.1,Corporate Events,2019-12-06
52662,z43ybx52,Waiting,0.4,Educational Seminars,2019-12-06
52663,rbjcs8h2,Waiting,0.4,Corporate Events,2019-12-06
52664,VOYe1uyH,Discarded,0.1,Sports Events,2019-12-06
52665,IBYw3Bvi,Discarded,0.1,Sports Events,2019-12-06
52666,uJp1YBD9,Qualified,0.5,Educational Seminars,2019-12-06
52667,7j0urabo,Waiting,0.4,Corporate Events,2019-12-06
52668,1mpijk45,Waiting,0.4,Corporate Events,2019-12-06
52669,vmcay524,Waiting,0.4,Indefinite,2019-12-06
52670,20ggq6er,Waiting,0.4,Indefinite,2019-12-06
52671,u18x6z43,Waiting,0.4,Corporate Events,2019-12-06
52672,mhl4zoub,Waiting,0.4,Corporate Events,2019-12-06
52673,qD3dtz1h,Waiting,0.4,Sports Events,2019-12-06
52674,dheruonw,Waiting,0.4,Corporate Events,2019-12-06
52675,k2i3w13z,Waiting,0.4,Corporate Events,2019-12-06
52676,gd8eez0a,Waiting,0.4,Corporate Events,2019-12-06
52677,qlklb1rm,Discarded,0.1,Indefinite,2019-12-06
52678,6an5gyjk,Waiting,0.4,Corporate Events,2019-12-06
52679,7l5ocxfw,Waiting,0.4,Corporate Events,2019-12-06
52680,mpsXNS3q,Discarded,0.1,Corporate Events,2019-12-06
52681,N8uqsODc,Discarded,0.1,Sports Events,2019-12-06
52682,BdQjIfK5,Waiting,0.4,Indefinite,2019-12-06
52683,blykbhvv,Discarded,0.1,Corporate Events,2019-12-06
52684,x70jZTR2,Discarded,0.1,Sports Events,2019-12-06
52685,DgKQcrBX,Discarded,0.1,Indefinite,2019-12-06
52686,fzlvvh14,Discarded,0.1,Indefinite,2019-12-06
52687,casviqn6,Waiting,0.4,Corporate Events,2019-12-06
52688,ii7dzvip,Waiting,0.4,Corporate Events,2019-12-06
52689,XssF3Whx,Discarded,0.1,Indefinite,2019-12-06
52690,LattmBa5,Discarded,0.1,Sports Events,2019-11-08
52691,Uj1yoQcg,Engaged,0.45,Corporate Events,2019-11-08
52692,MAa3gjQ8,Process,0.3,Educational Seminars,2019-11-08
52693,takur9ol,Discarded,0.1,Indefinite,2019-11-08
52694,6y7k8kba,Discarded,0.1,Corporate Events,2019-11-08
52695,8hEDqUgJ,Waiting,0.4,Sports Events,2019-11-08
52696,OunhUjmt,Discarded,0.1,Sports Events,2019-11-08
52697,2QCkgkaL,Waiting,0.4,Indefinite,2019-11-08
52698,dAhYkrXz,Waiting,0.4,Indefinite,2019-11-08
52699,W7mhUwOo,Process,0.3,Sports Events,2019-11-08
52700,t3xjyxj4,Waiting,0.4,Corporate Events,2019-11-08
52701,isdi7b7m,Discarded,0.1,Educational Seminars,2019-11-08
52702,xb27h9t4,Waiting,0.4,Wedding Planning,2019-11-08
52703,u7vm4l76,Waiting,0.4,Corporate Events,2019-11-08
52704,l6wyhObD,Discarded,0.1,Sports Events,2019-11-08
52705,6q8bDJEm,Discarded,0.1,Indefinite,2019-11-08
52706,8pz7k72w,Discarded,0.1,Corporate Events,2019-11-08
52707,mxdp8e2m,Waiting,0.4,Corporate Events,2019-11-08
52708,uAhxdXj2,Waiting,0.4,Educational Seminars,2019-11-08
52709,pm3225po,Discarded,0.1,Corporate Events,2019-11-08
52710,7hlzjbpt,Discarded,0.1,Corporate Events,2019-11-08
52711,rsna7p90,Discarded,0.1,Corporate Events,2019-11-08
52712,ygu6zube,Waiting,0.4,Corporate Events,2019-11-08
52713,d9ahenqw,Waiting,0.4,Indefinite,2019-11-08
52714,9op7ot9e,Waiting,0.4,Corporate Events,2019-11-08
52715,9oN3Jond,Qualified,0.5,Corporate Events,2019-11-08
52716,l8sgzkyw,Waiting,0.4,Corporate Events,2019-11-08
52717,0h5AUjAG,Discarded,0.1,Indefinite,2019-11-08
52718,rkyjk6s7,Waiting,0.4,Educational Seminars,2019-11-08
52719,o66vd4o4,Waiting,0.4,Indefinite,2019-11-08
52720,xhq2rzyh,Discarded,0.1,Corporate Events,2019-11-08
52721,rpfgr232,Waiting,0.4,Educational Seminars,2019-11-08
52722,lb9mrs58,Waiting,0.4,Corporate Events,2019-11-08
52723,h50pn68b,Waiting,0.4,Corporate Events,2019-11-08
52724,LbLyTQFT,Qualified,0.5,Educational Seminars,2019-11-08
52725,i3jegqac,Discarded,0.1,Corporate Events,2019-11-08
52726,z7kcIYXs,Waiting,0.4,Indefinite,2019-11-08
52727,8rs07rcu,Waiting,0.4,Indefinite,2019-11-08
52728,4cbafhkc,Discarded,0.1,Corporate Events,2019-11-08
52729,mu3p03jl,Waiting,0.4,Corporate Events,2019-11-08
52730,kx603wt8,Engaged,0.45,Corporate Events,2019-11-08
52731,pawpx3gm,Discarded,0.1,Corporate Events,2019-11-08
52732,4178k8r5,Waiting,0.4,Indefinite,2019-11-08
52733,v0wcdnc2,Discarded,0.1,Corporate Events,2019-11-08
52734,6ul26w2s,Waiting,0.4,Indefinite,2019-11-08
52735,xdl8ohs7,Waiting,0.4,Corporate Events,2019-11-08
52736,iw8h26fu,Waiting,0.4,Corporate Events,2019-11-08
52737,uiwsp7vb,Discarded,0.1,Indefinite,2019-11-08
52738,6eefm5bc,Discarded,0.1,Corporate Events,2019-11-08
52739,53ang0po,Engaged,0.45,Corporate Events,2019-11-08
52740,n3uJbvWn,Discarded,0.1,Indefinite,2019-11-08
52741,CzoVkg1S,Waiting,0.4,Indefinite,2019-11-08
52742,V8rvLTnW,Qualified,0.5,Corporate Events,2019-11-08
52743,c8upsru4,Discarded,0.1,Corporate Events,2019-11-08
52744,1war3hoe,Discarded,0.1,Indefinite,2019-11-08
52745,qr30lmf3,Waiting,0.4,Corporate Events,2019-11-08
52746,BmG5neOp,Waiting,0.4,Sports Events,2019-11-08
52747,0rzqo2j1,Waiting,0.4,Corporate Events,2019-11-08
52748,01k2kevv,Discarded,0.1,Corporate Events,2019-11-08
52749,2ki8ivgl,Discarded,0.1,Corporate Events,2019-11-08
52750,hc326e1t,Discarded,0.1,Indefinite,2019-11-08
52751,FJ7s1mQ7,Qualified,0.5,Educational Seminars,2019-11-08
52752,rv8ifemb,Discarded,0.1,Corporate Events,2019-11-08
52753,2vicqugq,Waiting,0.4,Indefinite,2019-11-08
52754,3xj6ih46,Discarded,0.1,Corporate Events,2019-11-08
52755,qUPdDlnq,Waiting,0.4,Indefinite,2019-11-08
52756,2svbqwi5,Discarded,0.1,Corporate Events,2019-11-08
52757,czdwqogm,Engaged,0.45,Corporate Events,2019-11-08
52758,jkyC7wun,Waiting,0.4,Indefinite,2019-11-08
52759,z3jovykj,Waiting,0.4,Indefinite,2019-11-08
52760,10snzt3d,Waiting,0.4,Corporate Events,2019-11-08
52761,zlffruoj,Waiting,0.4,Corporate Events,2019-11-08
52762,MElZZTS2,Discarded,0.1,Sports Events,2019-11-08
52763,m4cndqg9,Waiting,0.4,Corporate Events,2019-11-08
52764,q57p5ymo,Discarded,0.1,Indefinite,2019-11-08
52765,fjmouo5v,Waiting,0.4,Corporate Events,2019-11-08
52766,023m1ccv,Waiting,0.4,Corporate Events,2019-11-08
52767,lhgs73nb,Waiting,0.4,Corporate Events,2019-11-08
52768,KHxszwfY,Qualified,0.5,Educational Seminars,2019-11-08
52769,uxo9ljFJ,Qualified,0.5,Corporate Events,2019-11-08
52770,nqLtbAd4,Waiting,0.4,Indefinite,2019-11-08
52771,1zvmtbb3,Waiting,0.4,Indefinite,2019-11-08
52772,uwlu2wlc,Waiting,0.4,Corporate Events,2019-11-08
52773,07dpftzp,Waiting,0.4,Corporate Events,2019-11-08
52774,W6Dar126,Waiting,0.4,Sports Events,2019-11-08
52775,e10ghc39,Discarded,0.1,Corporate Events,2019-11-08
52776,defejjce,Discarded,0.1,Corporate Events,2019-11-08
52777,pp718LF2,Discarded,0.1,Sports Events,2019-11-08
52778,v7g0hwyh,Discarded,0.1,Indefinite,2019-11-08
52779,hqi1t3ur,Waiting,0.4,Indefinite,2019-11-08
52780,7un1pzfm,Discarded,0.1,Indefinite,2019-11-08
52781,k68oosxf,Waiting,0.4,Corporate Events,2019-11-08
52782,dq30n7h0,Waiting,0.4,Sports Events,2019-11-08
52783,1dusda45,Discarded,0.1,Indefinite,2019-11-08
52784,8rghg75u,Waiting,0.4,Corporate Events,2019-11-08
52785,XWkEaH0b,Waiting,0.4,Corporate Events,2019-11-08
52786,lh8qA6WM,Waiting,0.4,Indefinite,2019-11-08
52787,8v83qj7q,Waiting,0.4,Corporate Events,2019-11-08
52788,zf1zeaek,Waiting,0.4,Corporate Events,2019-11-08
52789,FUMSye0R,Qualified,0.5,Corporate Events,2019-11-08
52790,1PmXQRaT,Qualified,0.5,Corporate Events,2019-11-08
52791,9y44q5qi,Engaged,0.45,Educational Seminars,2019-11-08
52792,vjahfiou,Waiting,0.4,Corporate Events,2019-11-08
52793,2d5l2eov,Waiting,0.4,Sports Events,2019-11-08
52794,43tu92m2,Discarded,0.1,Corporate Events,2019-11-08
52795,gexh8g3t,Discarded,0.1,Corporate Events,2019-11-08
52796,FbKLW2Gc,Qualified,0.5,Corporate Events,2019-11-08
52797,N4XsFPfH,Qualified,0.5,Corporate Events,2019-11-08
52798,ug27rmaw,Process,0.3,Corporate Events,2019-11-08
52799,ynsgkhxu,Discarded,0.1,Indefinite,2019-11-08
52800,Y7Dt5NcW,Waiting,0.4,Educational Seminars,2019-11-08
52801,3p2zkzs1,Discarded,0.1,Corporate Events,2019-11-09
52802,qst81acz,Engaged,0.45,Corporate Events,2019-11-09
52803,7a9b2edc,Waiting,0.4,Corporate Events,2019-11-09
